epoch,QLoss,RLoss,RTwoLoss,loss,lr,val_QLoss,val_RLoss,val_RTwoLoss,val_loss
17,0.3400036598849659,1.1335719460656888,1.0875258929319256,6.015110454178582,1.0614286e-05,0.3534915958885598,1.087916824538096,0.9628575972685244,6.108832313951138
18,0.32546832794925556,1.156701652439375,1.08616519035212,5.746216844469876,1.0301191e-05,0.33416923580575836,1.2875722762757698,0.9356465940322496,5.895547027872727
19,0.3056762384484476,1.0127487684327388,0.986572915567758,5.109900863451649,1.0005952e-05,0.3186538497035482,1.2894691967331202,0.747217197729423,5.399974632052194
20,0.2975400819128004,0.9646557069493338,0.7627495453894818,4.674900860160929,1.01625e-05,0.3148109320122584,1.5004857646680512,0.6575672964738534,5.441327217933351
21,0.2833694698919362,1.1515978101655104,0.8304638461114222,4.646685989637339,1.0305952e-05,0.2961175229433364,0.9899596794780376,0.8897558801964057,4.794038590604225
22,0.2699269942457685,1.0038011627902097,0.8961948616777197,4.2979241379540225,1.0149405e-05,0.28773200053688697,1.0778178051773426,0.6997937299970505,4.523751482763122
23,0.27097270415366376,0.9471992715173347,0.7822554508372858,4.14537247526725,1.0003571e-05,0.28154843696187026,0.9218959694942542,0.8105276775241426,4.354602489060006
24,0.2570632851537416,0.9043724666926798,0.7251579802653295,3.7697360915461195,1.0081845e-05,0.27381437819088456,1.4646243437201576,0.5438105034419393,4.473616040979339
25,0.2523935126289442,0.914755531901869,0.9775904375039919,3.9379546656326423,1.0152381e-05,0.26066134906316224,1.576492633176061,0.48093396481291384,4.261325137936963
26,0.2386345153129146,0.8687549986851759,0.6357757175277507,3.278200179465937,1.0074107e-05,0.25044577558879305,0.7235919653182536,0.9029240790523786,3.630838933474986
27,0.23054450914660335,0.8615918868281542,0.7069354004442635,3.1812144002165406,1.0002083e-05,0.24549016330094464,0.7623157967376498,0.7666286065745934,3.433571414774762
28,0.22465868557700638,0.8163360090423446,0.6590568957064201,2.9707287871792287,1.004122e-05,0.23619458458460538,0.732601675114273,0.8450457657794509,3.29786951978386
29,0.22055279306302505,0.7887755768097399,0.6872931074407731,2.888851869497236,1.00758925e-05,0.23732267887191436,0.801886175783862,0.6443702011509279,3.1859543386813813
30,0.21356516924931068,0.766369601081306,0.5594587035604642,2.5998664686010136,1.0036756e-05,0.2237161446395701,0.8603921030211238,0.5641593670851626,2.895595797197481
31,0.2073635280188952,0.7606143594892986,0.5920059818477005,2.503265454855255,1.000119e-05,0.22001394730028326,0.813710010684697,0.6579536833363561,2.868216937885875
32,0.20318630968039933,0.7971961226866726,0.530648824811945,2.3947004000355308,1.0020759e-05,0.2189922138587036,1.0420042141876389,0.44001733964984924,2.8557181790207338
33,0.1947905742368544,0.68151084163683,0.5286798145296229,2.1114818367384687,1.0037797e-05,0.21414226392465355,0.9296386125868401,0.40918482193904643,2.61608051830095
34,0.19515778722078628,0.7911955487450493,0.5830054358285303,2.2802986310008815,1.0018229e-05,0.20823367292770242,0.6398277827332505,0.775766876880574,2.5761435925301197
35,0.18550718670618851,0.6624450707248635,0.4884860675017077,1.8672895971614825,1.000067e-05,0.21395115778509494,1.2365563558002488,0.39647463974501707,2.901330288136955
36,0.18217871427366036,0.6711488454655776,0.5414218653149251,1.8621271554338161,1.00104535e-05,0.20463097827360693,1.481276996631538,0.3232458835978687,2.8885559834605825
37,0.17891216593946793,0.694559615091226,0.49093727330135417,1.7695266111353731,1.00188245e-05,0.1946288092078361,1.28434740224507,0.3426314017001902,2.5147844549367386
38,0.17028121119046394,0.6624851390124501,0.46237120431398143,1.5391238408141943,1.000904e-05,0.18886953513179205,0.7258808327987131,0.4973373265722684,1.9982585984784944
39,0.16990973903822354,0.5920622181076514,0.46229116784359114,1.4597900402041668,1.0000372e-05,0.18471408305706177,0.9729356415635717,0.3985895105035959,2.0633640946342355
40,0.16419016472825307,0.6992181007088137,0.5514726692831902,1.5430067113172192,1.0005264e-05,0.1807275847655482,0.7796777975374618,0.40432065773128933,1.796818327257591
41,0.1612820402212696,0.5692664756521073,0.4238889363413755,1.227419623233973,1.0009375e-05,0.17708413925977934,1.1472857396687026,0.33315428321670115,2.0202662934244207
42,0.15475269023881438,0.6317853713018586,0.4399627209375453,1.1774687369428434,1.0004483e-05,0.1694138709752433,0.662292963833408,0.4989511038184957,1.5508392759788352
43,0.15565999214158538,0.5842517819326414,0.45101916343823584,1.1570220283824002,1.0000204e-05,0.17222376616127724,0.8929419872243848,0.4061870604291954,1.7413960468122918
44,0.15178957291145742,0.747467559737511,0.9182659539291387,1.7110966879718656,1.0002651e-05,0.16311347469753396,0.5012807194638041,0.8072298828809135,1.5726009248302573
45,0.14500176310964183,0.5497128486831605,0.5048574459537184,0.9665332738834189,1.0004669e-05,0.158868920058012,0.682989290659934,0.42535389798273027,1.2883285582065582
46,0.14510976507579873,0.5738109589444593,0.4882194954731958,0.974563613094871,1.0002223e-05,0.1614753656682715,0.7445904643530339,0.4154165314378596,1.3889088379136756
47,0.13820952609776319,0.5562111987473847,0.4149724025307613,0.7484814527058556,1.0000112e-05,0.1569704592096067,0.6750985480910909,0.439654921535897,1.2547086464092794
48,0.1415710518342007,0.5961974023242868,0.5795411259828298,1.0168563161937683,1.0001335e-05,0.1492596596347547,0.8352600985528094,0.3504151538657272,1.1750363138858724
49,0.13774395316924207,0.5184375011847273,0.3575646488222616,0.641117087391846,1.0002325e-05,0.1452269083366985,0.715967515467015,0.39275021542819727,1.0182804754745645
50,0.13799589125885708,0.5543637737886761,0.4216562342217383,0.7445903079506335,1.0001102e-05,0.15526525339985317,0.7345316293031241,0.33919227691120013,1.1756332656780704
51,0.133875798384443,0.5781749964978532,0.66693899303873,0.9330262765005061,1.0000061e-05,0.14654698043204514,0.5490795501169905,0.4962867636200601,0.9768777440541085
52,0.1316208728649317,0.560507748176843,0.4438063466793967,0.6467998507273288,1.0000672e-05,0.14121118970874663,0.49793325417337164,0.5288886827523861,0.8535388374486855
53,0.12772808985310136,0.6164370209346932,0.5294290250875481,0.7122112739222132,1.00011575e-05,0.14151571422353781,0.9906257094271416,0.29963037838120904,1.12318119594613
54,0.12601682967276173,0.5722714702071119,0.4367247294854132,0.5405740831543058,1.0000546e-05,0.1392643977352212,0.6504496684775943,0.34828785148375063,0.7851851157745166
55,0.125250143554954,0.53988088622066,0.6261404867995771,0.6816948674647527,1.00000325e-05,0.14073110009189202,0.5024924055071531,0.5255829764909186,0.8408045512582876
56,0.12351517018086557,0.5846310701971952,0.6875986284806531,0.753540033085038,1.0000338e-05,0.13817173394217955,0.5749497474954192,0.40472074034335337,0.7417272813947855
57,0.12287322309987174,0.5380781828266473,0.45269723501084763,0.45749193774146724,1.0000576e-05,0.13355904796152515,0.6172635263178201,0.3645149657206066,0.6536730413811397
58,0.11594367766674933,0.5524890435923302,0.683166924800313,0.5684633768330055,1.0000271e-05,0.1338607497117688,0.487070978512015,0.5195306084341312,0.6823464620495792
59,0.11487432103249963,0.5357225311799648,0.47073913623044134,0.3167445142771128,1.0000017e-05,0.13084210710913208,0.6117501119728637,0.3924450558503117,0.6210404690519898
60,0.11029222033238004,0.5112689036323543,0.430362062518106,0.16228592948201945,1.0000171e-05,0.12496143319042383,0.5732433691093352,0.4542507860990884,0.5298433074051827
61,0.10966101918412026,0.5137893360377265,0.353280393034928,0.07410737519425131,1.0000287e-05,0.12249257613336091,0.5333541455653916,0.36605436152127463,0.352304534277821
62,0.11285333028735997,0.5372998586965605,0.4718578839320477,0.2767901771167159,1.0000134e-05,0.12353986600595238,0.7822184596309619,0.29740190876862116,0.5533351500609279
63,0.10893691445881423,0.46792483295777904,0.35138344977532615,0.009336744254532875,1.000001e-05,0.12272419060160102,0.6362935441455483,0.3345755087706236,0.42617958030803543
64,0.10930379951096533,0.5204860003587184,0.4088832898341658,0.12583212595532148,1.0000086e-05,0.12456858889982764,0.6995386381724239,0.36715224534437985,0.5567226052218306
65,0.10732169564770881,0.4703853331761215,0.34392264605404194,-0.0294135770487808,1.0000143e-05,0.12010955822085385,0.5605371040580547,0.4329606288780285,0.39536218470440504
66,0.10455353967420501,0.49409212197527685,0.3483149292861101,-0.05540330046539978,1.0000066e-05,0.11734811089669181,0.5169175648320038,0.3875399494576639,0.2512416301575382
67,0.11148153341060128,0.4547021734340563,0.3545222559469281,0.04202218994696557,1.0000005e-05,0.11967996623268169,0.6918641972990163,0.32769640807095357,0.4112949953867798
68,0.09958695983620425,0.4747703970045191,0.426822807728366,-0.09383020980616485,1.0000043e-05,0.11335273505707757,0.6012409354469418,0.35233908257884,0.22190635476624015
69,0.10436987906637754,0.5555789828257982,0.7876475048694094,0.4412049283645339,1.0000072e-05,0.11744105227423453,0.4483445290377182,0.4691996701243045,0.26114071160554886
70,0.10019521089447768,0.44049943634397404,0.30439645593398085,-0.24253751236959556,1.0000033e-05,0.112086798171554,0.4221716153278815,0.43438557423321544,0.09588660418459799
71,0.09860962918276116,0.5143302843229626,0.6232000204058145,0.12169372930612854,1.00000025e-05,0.10804421307964135,0.43111887198370114,0.47288307862405754,0.06529452961630526
72,0.10145922925167437,0.4927575547857203,0.39174293989081915,-0.07995706768316914,1.0000022e-05,0.1113319743622457,0.5881045976966883,0.31779305004737285,0.13003181230969132
73,0.09575427459559967,0.5649924689174378,0.45520060648610494,-0.05256597211888988,1.0000035e-05,0.10814127476012285,0.49831220441687424,0.40558358960974533,0.06502731381791883
74,0.09556663704207415,0.5475462512626621,0.4670244329750623,-0.06305054048281658,1.0000016e-05,0.10877033433489568,0.5064141549235952,0.36184343380804085,0.039935328857561125
75,0.09258829986414528,0.49640220783990824,0.5362640138017899,-0.10310460505971664,1.0000002e-05,0.1068978113971189,0.4870389937629214,0.4457191638978182,0.06782261559129817
76,0.09238173185844159,0.41149679458073335,0.3112414259137763,-0.4213483722122677,1.0000011e-05,0.10350692809551162,0.5569761177211736,0.4074575634904008,0.03467577020019556
77,0.09382891069261973,0.43522439686007824,0.4330030296160751,-0.24825430507753965,1.0000018e-05,0.1027570875707717,0.7337632237282474,0.28002270503150944,0.0709401214149146
78,0.09185610829848981,0.45447522872074475,0.3360300417281262,-0.36512646892111567,1.0000008e-05,0.10534782110985401,0.7653068545381579,0.28405381826502557,0.155176301017008
79,0.08979328801083473,0.5025027095279992,0.3822783783924529,-0.30984671562626787,1.0000001e-05,0.10126916803749261,0.6278221114019377,0.2761997044894152,-0.0717220719804806
80,0.08894816968065931,0.5202026075892462,0.5258027595528065,-0.16408265719877224,1.0000005e-05,0.10045402208590402,0.3743220902979374,0.5956468007988832,-0.025013227345405425
81,0.08841185509705271,0.4438931202027281,0.4658702167030778,-0.31376861283704355,1.0000009e-05,0.10178983954927034,0.5916280683162993,0.2936175673771485,-0.08364506219142834
82,0.09011835594990861,0.45233067472114763,0.3761967861309591,-0.3644996116029899,1.0000004e-05,0.09962567746375514,0.5433534831467983,0.34498742249159686,-0.12345352198565955
83,0.086709412147677,0.40175728344078754,0.2844974710694567,-0.574659366720133,1.0000001e-05,0.09749569839476484,0.5113636479111372,0.34237232766386155,-0.20050024485166093
84,0.08593975061359514,0.4047415907788639,0.42499529413822257,-0.4455113147063174,1.00000025e-05,0.10218224938200639,0.5471589039780397,0.2816767105420606,-0.1378124674732706
85,0.08558596208861573,0.432535567409412,0.30517556162607706,-0.5460264912873734,1.0000004e-05,0.09638800297295098,0.5197309928459931,0.344564240112637,-0.21326113121369772
86,0.08400981813074292,0.44329241653302326,0.4013396759832653,-0.46878579508215756,1.0000002e-05,0.09753469778307244,0.47743598078336336,0.3086589238136611,-0.2725681879483493
87,0.08299184653610557,0.4327876733353949,0.29924886455908134,-0.603225184144176,1e-05,0.10012564757031149,0.7584937460786474,0.19899778701859502,-0.047272746970431996
88,0.08307541214184616,0.4074561393929525,0.2634800523023755,-0.6651368817179942,1.0000002e-05,0.0923129553057715,0.42221635975668914,0.4151540002826832,-0.32284058220025186
89,0.08469006494962444,0.40888950635215177,0.27535128409659115,-0.6225386676892015,1.00000025e-05,0.09545393599675292,0.4546123533056373,0.32602196149692864,-0.32196316680153914
90,0.0831406103595808,0.45451665518826634,0.37545911126731124,-0.5047280331684043,1.0000001e-05,0.09029462992881251,0.5097613825866606,0.38303340434929173,-0.30600062746191975
91,0.0798139088918161,0.3852549816407405,0.26564628135823704,-0.7512369872187706,1e-05,0.09170523653449737,0.5006953363463414,0.3429963222284496,-0.33065983771750357
92,0.07944814577528732,0.4349168839690916,0.3826087752512936,-0.5896334849057202,1.0000001e-05,0.09388282624757395,0.6160624100439316,0.2686677712955372,-0.24733279292694235
93,0.07916121666422361,0.4283052287967486,0.25630011798339425,-0.7311673844764328,1.0000001e-05,0.0932042334986999,0.3988054165600148,0.43715574679714914,-0.3146601999096111
94,0.07556055202910202,0.41114205493106587,0.32603328358806927,-0.7470773884481237,1.0000001e-05,0.08312079768660849,0.643279316019168,0.21894598681380792,-0.47452482533336215
95,0.07691732965438085,0.5093149386714619,0.6320684084796236,-0.3103981148380744,1e-05,0.0856766689370955,0.38068830149363625,0.4447227485016384,-0.46946513740164514
96,0.07854195328663058,0.3723759860536898,0.23945632065600314,-0.8211487407934189,1.0000001e-05,0.08274551429909414,0.3904919791472169,0.4573750300332904,-0.5027495806756537
97,0.0766422129360102,0.3899531544897946,0.34962288415973064,-0.7279061456724378,1.0000001e-05,0.08772833907432788,0.40379046652037487,0.449680382740247,-0.40445985242856286
98,0.07455358208783906,0.35494764458685546,0.27976153729688874,-0.8754994736226566,1.0000001e-05,0.08557768485846773,0.42431673869095016,0.39539156983548823,-0.47995912778166544
99,0.07518433616585152,0.4022140870855222,0.2820454203672424,-0.8135757914429155,1e-05,0.08434213249556786,0.4894878084944413,0.29370918157057163,-0.5402126167529979
100,0.07414860708971893,0.3652505860610833,0.3037967260186861,-0.8503687269773207,1e-05,0.08437623925902675,0.4558017732559052,0.3410350461778915,-0.5275683699060331
101,0.07382109419871193,0.37680998172596836,0.30967567958638864,-0.839721469159022,1.0000001e-05,0.09034253566204446,0.49663574888115436,0.30039721977921713,-0.41607553445923645
102,0.0725551832594799,0.4363019073403267,0.30886776528778015,-0.8035915225404296,1e-05,0.08545144311094706,0.3812197931110859,0.3661557391483699,-0.5617710879418703
103,0.07816118050097513,0.37713411797418794,0.36397980072999464,-0.7052226889127787,1e-05,0.08013924967860227,0.5333330028616221,0.2502529035091598,-0.6223374141990083
104,0.0726913054519733,0.41640508131694204,0.3610551020930815,-0.7707943128627289,1e-05,0.08256325463607775,0.3674664373583762,0.4339082531293079,-0.5635608598194292
105,0.07091833924442643,0.4325109185091443,0.27133440600261943,-0.8797388577500903,1e-05,0.08248195912590069,0.6630902708367964,0.2582344828766927,-0.4375025128566586
106,0.07148449100242368,0.40660082087090715,0.2955444574430443,-0.8725796560314218,1e-05,0.07891796375995716,0.6146201039046313,0.22675076531724328,-0.587762305166869
107,0.07425014218563362,0.39281449583093475,0.27072353291364226,-0.8618954431704695,1e-05,0.07959298342796026,0.37584034139208033,0.30402134197343766,-0.746596374375894
108,0.07321057146408032,0.3989919708198921,0.27341287360728467,-0.8733667834969981,1e-05,0.07883566524009261,0.43903358501538764,0.23689334624471653,-0.7646530795413836
109,0.07155659874837435,0.4694139185598821,0.30249786851644345,-0.8020931536140551,1e-05,0.09080757685335336,0.6067727566160986,0.2592804559745488,-0.3446627202550922
110,0.07115888153645475,0.3806056000093997,0.3478934678033051,-0.8570185099151197,1e-05,0.08911192412199699,0.3567559223259445,0.3162087660068564,-0.5807851444666101
111,0.0716261474819351,0.5703591565909608,0.7289216836769233,-0.2607737683581309,1e-05,0.07814682875059348,0.37481434066343094,0.3299024174632752,-0.7528126556591123
112,0.06929342001109975,0.3979421060093229,0.30312825088874357,-0.9212160715372957,1e-05,0.07716055163305945,0.657427149272598,0.1734744491327587,-0.6363949501738612
113,0.06926001104111908,0.41073171220748145,0.300601864492117,-0.9120062365986322,1e-05,0.07587898407230335,0.4075275410329346,0.25872136829256087,-0.8357301649794114
114,0.06699075117820569,0.38717588502559597,0.3036282617145505,-0.9767575638205833,1e-05,0.07581365118380141,0.5216400133429375,0.18871082710843962,-0.7900993101364744
115,0.06684868966898537,0.507537169474046,0.6041376189817409,-0.5459488717336278,1e-05,0.07689669065638981,0.33844618024551765,0.3864385141471846,-0.7602737326405745
116,0.0689053783483605,0.3511461013991796,0.26777672309060174,-1.0174754362397547,1e-05,0.07897407721431382,0.6661682270665085,0.1907360792918279,-0.5793064319058857
117,0.06662677656221752,0.3820678074153657,0.3143541374201302,-0.9805082675466179,1e-05,0.0720951604302478,0.5648520331071542,0.19410929742755484,-0.8107944107161159
118,0.06941567711928724,0.34492949070586,0.2855850311807098,-0.9983151990552026,1e-05,0.07868749089539051,0.7249797785704115,0.15517283971132959,-0.5610769908644456
119,0.0634095141373773,0.34470588715300815,0.2455589895033961,-1.1520309726859908,1e-05,0.07268816626638966,0.5424712202717773,0.18757470869418003,-0.8319715889978462
120,0.06088083028481714,0.3256810873236946,0.231954170130689,-1.2337097108307447,7.504762e-06,0.07195779549337067,0.4743931306674417,0.19123046794098564,-0.914046799055243
121,0.06285110164164591,0.34284772374755756,0.21836724471718696,-1.1938872568507612,9.9904755e-06,0.06952593907450152,0.5265991144475684,0.18991370940894153,-0.9063397608202907
122,0.061930606644529804,0.35132817559284174,0.2698723205326288,-1.1500467269720347,7.485714e-06,0.06881514862509427,0.45699523705824285,0.20634986280537812,-0.9768554468400183
123,0.06152209945504656,0.3727508109601165,0.23366087875523722,-1.1730211718935704,5.0095236e-06,0.06786383732955541,0.43046214082072265,0.22155361136306176,-1.0074821560256249
124,0.059989636317745364,0.3186077771233855,0.2174706417082777,-1.2757928590980774,6.2619047e-06,0.06612908034132117,0.32563022013127274,0.27894927317326046,-1.0918345602179786
125,0.06108797367789673,0.39464671325519285,0.5381106036244236,-0.8459120697267495,7.485714e-06,0.0706053315208549,0.40543030212278913,0.2553537465607236,-0.949575165336111
126,0.060437741381303894,0.33904223369979813,0.28940688353031874,-1.1731654580951643,6.2333334e-06,0.06729759361627882,0.4831027333187846,0.20348666728251671,-0.9827496518207862
127,0.06454607246606522,0.36157823045925724,0.3398427294563686,-1.022020178071503,5.0095236e-06,0.06918400163407874,0.6004021728856374,0.1660909069273456,-0.8628763354391651
128,0.06166483088619582,0.33786066171815865,0.24248902353603294,-1.2011489809097673,5.635714e-06,0.06924571637558725,0.5030895516408228,0.1983222737166602,-0.9319518538175431
129,0.061614356481757,0.30547549558569725,0.24583944103754915,-1.2334975204696106,6.238095e-06,0.06566167832146176,0.5527791745499172,0.16476778700469738,-0.9808284753059919
130,0.06095341002363216,0.3926424067821566,0.23953185557341733,-1.1606277201551336,5.6119047e-06,0.07267971941789167,0.5004298722585746,0.1749776737904588,-0.8965327785210272
131,0.05743977703692342,0.32328740986836046,0.24968012942872347,-1.2890165788847456,4.2116008e-06,0.06816063941645939,0.5555224990950222,0.14138122278356316,-0.9567070294633112
132,0.056955750989143385,0.31656113791035156,0.21123092383245437,-1.3451856554418575,5.60656e-06,0.06567711923765925,0.478771638850459,0.1743292707982844,-1.050466903477116
133,0.06033548470515715,0.27979666906844525,0.19466140083862404,-1.339382920173411,4.2009115e-06,0.06725132186789956,0.47554828272720356,0.16903463660417933,-1.0308096639943862
134,0.05896802931429089,0.3136852256344638,0.20047162787478856,-1.3232812147318411,2.811297e-06,0.06516132807045912,0.40826353378000513,0.20266441740013197,-1.106489108430337
135,0.05710881328061506,0.35125191535928174,0.3496972699313223,-1.1642476366939087,3.5141213e-06,0.06528131147863063,0.45564984685156196,0.19742360478679163,-1.059754913705772
136,0.05600247219799816,0.3292050272962893,0.20027923269353157,-1.3626097760060554,4.2009115e-06,0.06581684605803638,0.4946679092482128,0.15618398142319206,-1.0514541291096042
137,0.05656360411315363,0.3016400185657998,0.2227066962275045,-1.3588357837056253,3.4980874e-06,0.06489481195082179,0.5650078243518297,0.1441368117961472,-1.006709062601481
138,0.057821845012529266,0.3651720484569952,0.24062132383183268,-1.2500887256852233,2.811297e-06,0.06459420497438549,0.372496094422794,0.22260582852960292,-1.1359514947815808
139,0.056324692740469834,0.319759340836408,0.20535901195224474,-1.3627217358877677,3.1627092e-06,0.06347399295629126,0.5159641719233673,0.1635837771361117,-1.0656178910614906
140,0.05646554649782725,0.3071404085866399,0.18770708506501957,-1.3921595621825738,3.5007597e-06,0.06312549462030946,0.42566086022199784,0.1843045988466294,-1.1469670955454354
141,0.05441341493916149,0.30785241689773796,0.20237206158090112,-1.4146238067984127,3.1493475e-06,0.06277571018554468,0.396382654695648,0.21794568704424705,-1.1501919305430048
142,0.05468944363834287,0.33058429686458846,0.23250906753704348,-1.3546483173130697,2.809961e-06,0.062063308696435615,0.5015394414025071,0.17268994014990408,-1.0987180713564157
143,0.05417966832736146,0.31220227715067084,0.2946708317803566,-1.319724140596707,2.985667e-06,0.06356953704251653,0.5885532619019526,0.13794446201681826,-1.0146207544721861
144,0.05627253871878517,0.3470616108550205,0.3640045568987925,-1.1726762192260063,3.1520199e-06,0.06549219213492047,0.5844742552237173,0.14447127634131934,-0.9770181018002002
145,0.055447780169518276,0.3309726680597085,0.25388976645447003,-1.3192012649978522,2.9763137e-06,0.06673045433332435,0.4464828609035606,0.1592804414747629,-1.085906547881597
146,0.05506630117222384,0.3457789285243011,0.1915047313281452,-1.3753702217011852,2.8086247e-06,0.06452835202876446,0.4362613301625294,0.17632019069391938,-1.1201914819204701
147,0.052521337624001865,0.25966614703630087,0.19143344450586194,-1.514462980438208,2.8964778e-06,0.06154379837083078,0.4127089125392711,0.20208909037827918,-1.1740978396439974
148,0.05482047028527967,0.37557191511495713,0.32790361777897004,-1.2078372549988017,2.978318e-06,0.06429958505044996,0.4043022474949866,0.18261727136436157,-1.1526043846280174
149,0.053913124755534836,0.2930618743040376,0.19960236364706443,-1.4455240484638698,2.8904649e-06,0.06160259619355202,0.5357066786526579,0.14232362277673938,-1.1045852947188954
